Polutan,PCA,K,Variance,Silhouette,Davies_Bouldin,Calinski_Harabasz,Cluster_Min,Cluster_Max,Balance_Ratio,Ukuran_Cluster
CO,13,2,0.9873122498060541,0.8000581673124612,0.12128551977189157,41.015774165233765,1,36,0.027777777777777776,1-36
CO,13,3,0.9873122498060541,0.7046489055598352,0.15400520807196935,47.09963673968862,1,35,0.02857142857142857,1-1-35
CO,13,4,0.9873122498060541,0.35748001571832955,0.6770404327587527,43.520997909594506,1,31,0.03225806451612903,1-1-4-31
CO,13,5,0.9873122498060541,0.19687366866161654,0.8867591358192628,41.45261770651291,1,21,0.047619047619047616,1-1-2-12-21
CO,13,6,0.9873122498060541,0.14901898866585278,0.9944099288526899,37.647524105879654,1,12,0.08333333333333333,1-1-2-10-11-12
CO,13,7,0.9873122498060541,0.17463210874471974,0.8207223897881136,37.38830701012801,1,19,0.05263157894736842,1-1-1-2-6-7-19
CO,13,8,0.9873122498060541,0.18230565790599948,0.8532142373078027,35.44930108037903,1,15,0.06666666666666667,1-1-1-2-2-5-10-15
CO,13,9,0.9873122498060541,0.16884371854226565,0.8032808000435276,35.95746062683418,1,11,0.09090909090909091,1-1-1-1-2-4-7-9-11
CO,13,10,0.9873122498060541,0.1602928388121875,0.8574871655426242,34.79230617637628,1,11,0.09090909090909091,1-1-1-1-2-4-4-5-7-11
CO,14,2,0.9907086328666468,0.7988185658835533,0.12223862118864486,40.71160876189516,1,36,0.027777777777777776,1-36
CO,14,3,0.9907086328666468,0.7025715949452365,0.15542184509452192,46.49811873482971,1,35,0.02857142857142857,1-1-35
CO,14,4,0.9907086328666468,0.35323395525136697,0.6828744260613276,42.793152889717355,1,31,0.03225806451612903,1-1-4-31
CO,14,5,0.9907086328666468,0.19509874007343753,0.8976385578392627,40.65483639358558,1,21,0.047619047619047616,1-1-2-12-21
CO,14,6,0.9907086328666468,0.14653509521171934,1.0339243259967947,37.01723821356831,1,12,0.08333333333333333,1-1-2-10-11-12
CO,14,7,0.9907086328666468,0.17154064970899385,0.8335874016967936,36.420384155265594,1,19,0.05263157894736842,1-1-1-2-6-7-19
CO,14,8,0.9907086328666468,0.17870876054421045,0.8650470888725494,34.443308949385155,1,15,0.06666666666666667,1-1-1-2-2-5-10-15
CO,14,9,0.9907086328666468,0.16402430347376404,0.8157303178975837,34.73885881879747,1,11,0.09090909090909091,1-1-1-1-2-4-7-9-11
CO,14,10,0.9907086328666468,0.1268554936056478,0.9941037470074889,32.79582590225773,1,8,0.125,1-1-1-2-2-3-6-6-7-8
CO,15,2,0.9931723062585674,0.7979182159677546,0.12289375548557332,40.49377769442066,1,36,0.027777777777777776,1-36
CO,15,3,0.9931723062585674,0.7010698594823679,0.1564055413046415,46.07026976422212,1,35,0.02857142857142857,1-1-35
CO,15,4,0.9931723062585674,0.35079409111159315,0.6862272381461283,42.289224828329665,1,31,0.03225806451612903,1-1-4-31
CO,15,5,0.9931723062585674,0.19194653899534614,0.9063402990649981,40.05146395513176,1,21,0.047619047619047616,1-1-2-12-21
CO,15,6,0.9931723062585674,0.12778700862202233,1.0480795454366678,35.5106693895525,1,14,0.07142857142857142,1-1-2-8-11-14
CO,15,7,0.9931723062585674,0.16811475274170737,0.8434093897462684,35.686967345217454,1,19,0.05263157894736842,1-1-1-2-6-7-19
CO,15,8,0.9931723062585674,0.15125925136668766,0.8061800136797955,34.254801468635414,1,14,0.07142857142857142,1-1-1-1-2-7-10-14
CO,15,9,0.9931723062585674,0.15965013494418387,0.8273675480510946,33.83416523430395,1,11,0.09090909090909091,1-1-1-1-2-4-7-9-11
CO,15,10,0.9931723062585674,0.11156085492481488,0.9932775562640577,31.255465599510188,1,8,0.125,1-1-1-2-2-2-6-7-7-8
CO,16,2,0.9950188702889545,0.7972633456188795,0.12337599310893287,40.33203227929115,1,36,0.027777777777777776,1-36
CO,16,3,0.9950188702889545,0.6999921276977248,0.15713885075929376,45.75682183043442,1,35,0.02857142857142857,1-1-35
CO,16,4,0.9950188702889545,0.3484044412015691,0.6878993540765386,41.91480437376685,1,31,0.03225806451612903,1-1-4-31
CO,16,5,0.9950188702889545,0.19004611938973684,0.9115407060650125,39.61488575084175,1,21,0.047619047619047616,1-1-2-12-21
CO,16,6,0.9950188702889545,0.12715217893316588,1.0551035179937003,35.099217668629606,1,14,0.07142857142857142,1-1-2-8-11-14
CO,16,7,0.9950188702889545,0.17777636111900072,0.8293831377043303,35.187164612082505,1,20,0.05,1-1-1-2-6-6-20
CO,16,8,0.9950188702889545,0.14827359768895396,0.8221376977474375,33.7659332195328,1,13,0.07692307692307693,1-1-1-1-2-8-10-13
CO,16,9,0.9950188702889545,0.1574035794566971,0.8359036663796849,33.22822148209743,1,11,0.09090909090909091,1-1-1-1-2-4-7-9-11
CO,16,10,0.9950188702889545,0.1518531646438906,0.7874767692810944,31.08892374513101,1,10,0.1,1-1-1-1-1-2-4-7-9-10
CO,17,2,0.9962873284214023,0.7968130185948763,0.12370833933992825,40.22167109711041,1,36,0.027777777777777776,1-36
CO,17,3,0.9962873284214023,0.6992436545542859,0.15764172076587413,45.5425219184027,1,35,0.02857142857142857,1-1-35
CO,17,4,0.9962873284214023,0.34701958157651885,0.69011080109402,41.6611660528983,1,31,0.03225806451612903,1-1-4-31
CO,17,5,0.9962873284214023,0.18843676199017906,0.9157651585279268,39.32217445436638,1,21,0.047619047619047616,1-1-2-12-21
CO,17,6,0.9962873284214023,0.13903434380910631,1.0393851532799199,35.24569935861691,1,12,0.08333333333333333,1-1-2-10-11-12
CO,17,7,0.9962873284214023,0.17684290188619545,0.8341604414586419,34.86833548355601,1,20,0.05,1-1-1-2-6-6-20
CO,17,8,0.9962873284214023,0.14841050943474926,0.8166089305049034,33.35089223489417,1,14,0.07142857142857142,1-1-1-1-2-7-10-14
CO,17,9,0.9962873284214023,0.15528816993505706,0.8421798412309993,32.81480792813019,1,11,0.09090909090909091,1-1-1-1-2-4-7-9-11
CO,17,10,0.9962873284214023,0.14964399952160334,0.7936869372214505,30.674337054477327,1,10,0.1,1-1-1-1-1-2-4-7-9-10
CO,18,2,0.9974983662519469,0.7964019638232371,0.12400397010666434,40.11686887026252,1,36,0.027777777777777776,1-36
CO,18,3,0.9974983662519469,0.6985488983580243,0.15807727566719562,45.33977774853157,1,35,0.02857142857142857,1-1-35
CO,18,4,0.9974983662519469,0.3455732473423318,0.6913632100072651,41.42108355852246,1,31,0.03225806451612903,1-1-4-31
CO,18,5,0.9974983662519469,0.18741037517487866,0.9197013500888211,39.04249431725702,1,21,0.047619047619047616,1-1-2-12-21
CO,18,6,0.9974983662519469,0.13769433724743,1.0429835111600259,34.968732588886866,1,12,0.08333333333333333,1-1-2-10-11-12
CO,18,7,0.9974983662519469,0.16015491046901104,0.894504903844126,33.59287984596058,1,15,0.06666666666666667,1-1-1-2-8-9-15
CO,18,8,0.9974983662519469,0.14707063394799616,0.8208905023450306,33.0144641913843,1,14,0.07142857142857142,1-1-1-1-2-7-10-14
CO,18,9,0.9974983662519469,0.15372072137296022,0.8464588847302229,32.441995276444956,1,11,0.09090909090909091,1-1-1-1-2-4-7-9-11
CO,18,10,0.9974983662519469,0.14882398003463387,0.796986333911584,30.360491018302277,1,10,0.1,1-1-1-1-1-2-4-7-9-10
CO,19,2,0.9982326993780527,0.7961471475737634,0.12419028820179266,40.05358543281252,1,36,0.027777777777777776,1-36
CO,19,3,0.9982326993780527,0.6981270553137147,0.1583594627340616,45.217774112925525,1,35,0.02857142857142857,1-1-35
CO,19,4,0.9982326993780527,0.3447479735140456,0.6922331076604482,41.27771918172863,1,31,0.03225806451612903,1-1-4-31
CO,19,5,0.9982326993780527,0.18669822331363237,0.9218332700152192,38.87799876606315,1,21,0.047619047619047616,1-1-2-12-21
CO,19,6,0.9982326993780527,0.13518445350669295,0.8675466425627306,33.90983898324203,1,20,0.05,1-1-1-2-12-20
CO,19,7,0.9982326993780527,0.15970736065590388,0.8968626620419089,33.41472971777629,1,15,0.06666666666666667,1-1-1-2-8-9-15
CO,19,8,0.9982326993780527,0.14646302685181609,0.8234421463257124,32.8041550893402,1,14,0.07142857142857142,1-1-1-1-2-7-10-14
CO,19,9,0.9982326993780527,0.15289384167718506,0.8496940564474793,32.20462328756337,1,11,0.09090909090909091,1-1-1-1-2-4-7-9-11
CO,19,10,0.9982326993780527,0.1484498864194046,0.7993358109897987,30.15682862201631,1,10,0.1,1-1-1-1-1-2-4-7-9-10
CO,20,2,0.9988869549371457,0.7959099115177569,0.12436825346703576,39.99737066092332,1,36,0.027777777777777776,1-36
CO,20,3,0.9988869549371457,0.6977302368667395,0.1586292437601539,45.10976969550547,1,35,0.02857142857142857,1-1-35
CO,20,4,0.9988869549371457,0.34388892376072827,0.6930316199210403,41.14982356488645,1,31,0.03225806451612903,1-1-4-31
CO,20,5,0.9988869549371457,0.18593886320158273,0.9238427404601783,38.732645793190294,1,21,0.047619047619047616,1-1-2-12-21
